Quarter,Country,Current Account Balance,Bilateral Balance,FX Intervention
12/1/2000,Argentina,-0.027510238,-1.596,-0.00586987
3/1/2001,Argentina,-0.026395171,-1.5936,-0.025070101
6/1/2001,Argentina,-0.025156094,-1.5324,-0.02877266
9/1/2001,Argentina,-0.019854107,-1.3271,-0.019121915
12/1/2001,Argentina,-0.011884047,-0.9066,-0.043103225
3/1/2002,Argentina,0.001873167,-0.1645,-0.032102695
6/1/2002,Argentina,0.018819007,0.5559,-0.053234137
9/1/2002,Argentina,0.044643971,1.0999,-0.075249415
12/1/2002,Argentina,0.076164262,1.6018,-0.04190035
3/1/2003,Argentina,0.086460208,1.5,-0.023473828
6/1/2003,Argentina,0.084973941,1.3906,0.017709897
9/1/2003,Argentina,0.070051111,1.1436,0.027157045
12/1/2003,Argentina,0.056880305,0.7326,0.022183253
3/1/2004,Argentina,0.043977985,0.4406,0.026022045
6/1/2004,Argentina,0.03330894,0.2356,0.030930692
9/1/2004,Argentina,0.02619611,0.1731,0.026789512
12/1/2004,Argentina,0.019790405,0.3574,0.029126835
3/1/2005,Argentina,0.01654889,0.5156,0.027670811
6/1/2005,Argentina,0.01540082,0.44,0.028160162
9/1/2005,Argentina,0.021556108,0.5841,0.035989196
12/1/2005,Argentina,0.026232499,0.4617,0.040793706
3/1/2006,Argentina,0.028021509,0.3471,0.003001373
6/1/2006,Argentina,0.027926435,0.1727,0.006630377
9/1/2006,Argentina,0.024946794,-0.3987,0.00568865
12/1/2006,Argentina,0.027729777,-0.7969,0.010047586
3/1/2007,Argentina,0.026172934,-1.0133,0.054860059
6/1/2007,Argentina,0.025167182,-1.1478,0.060779877
9/1/2007,Argentina,0.019966814,-1.3479,0.044719264
12/1/2007,Argentina,0.020881238,-1.3689,0.038706229
3/1/2008,Argentina,0.021899699,-1.5044,0.032642017
6/1/2008,Argentina,0.015193901,-1.8951,0.003463601
9/1/2008,Argentina,0.021274751,-1.9045,0.005843219
12/1/2008,Argentina,0.014807713,-1.7143,-0.004035851
3/1/2009,Argentina,0.014587206,-1.6107,-0.012425633
6/1/2009,Argentina,0.026552907,-1.2253,-0.006772291
9/1/2009,Argentina,0.020854494,-1.2766,-0.001109982
12/1/2009,Argentina,0.02159239,-1.6787,0.001546558
3/1/2010,Argentina,0.01267318,-2.1231,-8.64653E-05
6/1/2010,Argentina,0.005975035,-2.8139,0.007404217
9/1/2010,Argentina,0.00250142,-3.1337,0.005555163
12/1/2010,Argentina,-0.003810999,-3.5894,0.007779956
3/1/2011,Argentina,-0.004941741,-3.845,0.00541146
6/1/2011,Argentina,-0.00795296,-4.2313,0.001192306
9/1/2011,Argentina,-0.009483025,-4.9132,-0.007521324
12/1/2011,Argentina,-0.010082758,-5.3957,-0.012974382
3/1/2012,Argentina,-0.008923184,-5.4689,-0.00911193
6/1/2012,Argentina,-0.008753715,-5.9801,-0.010466901
9/1/2012,Argentina,-0.00580304,-5.9783,-0.007689913
12/1/2012,Argentina,-0.003680806,-5.9075,-0.006655659
3/1/2013,Argentina,-0.007191927,-5.9226,-0.011983642
6/1/2013,Argentina,-0.008410489,-5.5988,-0.01499323
9/1/2013,Argentina,-0.01337644,-5.5906,-0.016128411
12/1/2013,Argentina,-0.021409661,-5.7087,-0.019855984
3/1/2014,Argentina,-0.025574622,-6.3923,-0.022222234
6/1/2014,Argentina,-0.024573715,-6.4789,-0.014343712
9/1/2014,Argentina,-0.023033077,-6.642,-0.01183188
12/1/2014,Argentina,-0.016218508,-6.5767,0.001629792
3/1/2015,Argentina,-0.014852782,-6.141,0.008540504
6/1/2015,Argentina,-0.01951897,-6.0262,0.008434529
9/1/2015,Argentina,-0.022910391,-5.7383,0.009299619
12/1/2015,Argentina,-0.027353585,-5.4108,-0.008024887
3/1/2016,Argentina,-0.027456531,-5.3969,-0.003167756
6/1/2016,Argentina,-0.029097117,-5.011,-0.005308212
9/1/2016,Argentina,-0.02774326,-4.3695,-0.006226957
12/1/2016,Argentina,-0.027113716,-3.873,0.025024431
3/1/2017,Argentina,-0.029909555,-3.766,0.036480137
6/1/2017,Argentina,-0.035011166,-4.0248,0.02873099
9/1/2017,Argentina,-0.042332369,-4.2051,0.031736939
12/1/2017,Argentina,-0.048456265,-4.8188,0.021668479
3/1/2018,Argentina,-0.051259123,-4.7665,0.013969228
6/1/2018,Argentina,-0.055645755,-4.7164,0.019964013
9/1/2018,Argentina,-0.058334211,-5.0954,-0.002757811
12/1/2018,Argentina,-0.050565799,-5.0742,0.019601819
3/1/2019,Argentina,-0.043074273,-4.7456,0.008676945
6/1/2019,Argentina,-0.031842448,-4.4056,0.003823622
9/1/2019,Argentina,-0.018464375,-3.8817,-0.001509845
12/1/2019,Argentina,-0.008935436,-3.2349,-0.049157057
3/1/2020,Argentina,-0.000462485,-3.0981,-0.052530296
6/1/2020,Argentina,0.011268392,-2.3437,-0.053879056
12/1/2000,Australia,-0.038951923,-6.0444,-0.017173194
3/1/2001,Australia,-0.033275236,-5.6352,-0.001426312
6/1/2001,Australia,-0.025748027,-5.0126,-0.001513565
9/1/2001,Australia,-0.021727894,-4.581,-0.003281792
12/1/2001,Australia,-0.021233375,-4.4527,-0.00272116
3/1/2002,Australia,-0.021738727,-4.6644,-0.007002917
6/1/2002,Australia,-0.026018609,-5.2619,-0.006155995
9/1/2002,Australia,-0.032069391,-6.04,-0.002570863
12/1/2002,Australia,-0.037654258,-6.6061,-0.000365258
3/1/2003,Australia,-0.042956845,-6.5083,5.97314E-05
6/1/2003,Australia,-0.048779093,-6.5427,-0.000891472
9/1/2003,Australia,-0.052831503,-6.8225,-0.002190383
12/1/2003,Australia,-0.054098135,-6.674,-0.001776373
3/1/2004,Australia,-0.055697974,-6.8565,0.005443073
6/1/2004,Australia,-0.054989363,-6.8195,0.009183117
9/1/2004,Australia,-0.058303355,-6.479,0.007101061
12/1/2004,Australia,-0.062828837,-6.4124,0.005668626
3/1/2005,Australia,-0.065236719,-6.9192,0.001073561
6/1/2005,Australia,-0.064382404,-7.3349,-0.000221406
9/1/2005,Australia,-0.06236003,-7.6987,0.001437562
12/1/2005,Australia,-0.059165275,-8.2464,0.003165294
3/1/2006,Australia,-0.057302006,-8.3932,0.002647842
6/1/2006,Australia,-0.057810636,-8.5145,0.000649158
9/1/2006,Australia,-0.056945791,-8.8994,-0.000375369
12/1/2006,Australia,-0.057911293,-9.3418,-0.002794318
3/1/2007,Australia,-0.059544109,-9.6822,-0.003336014
6/1/2007,Australia,-0.06080568,-9.966,-0.003086248
9/1/2007,Australia,-0.063971733,-10.2425,-0.002288882
12/1/2007,Australia,-0.06747572,-10.5632,-0.000415201
3/1/2008,Australia,-0.069540246,-11.2524,0.000724993
6/1/2008,Australia,-0.066532815,-11.5994,0.00199442
9/1/2008,Australia,-0.059554586,-11.7473,-0.007307332
12/1/2008,Australia,-0.049835988,-11.63,-0.024220984
3/1/2009,Australia,-0.038270139,-11.118,-0.012434254
6/1/2009,Australia,-0.035131574,-10.8318,-0.001011385
9/1/2009,Australia,-0.038791998,-10.8268,0.015161707
12/1/2009,Australia,-0.048773455,-11.5877,0.030855602
3/1/2010,Australia,-0.056610735,-11.8927,0.015659313
6/1/2010,Australia,-0.049421622,-12.675,0.004287107
9/1/2010,Australia,-0.043279421,-13.0771,3.75231E-05
12/1/2010,Australia,-0.035601573,-13.2217,-1.19068E-05
3/1/2011,Australia,-0.031250502,-13.8167,-2.99487E-05
6/1/2011,Australia,-0.031055983,-14.3887,0.000208889
9/1/2011,Australia,-0.03033105,-15.6723,0.000230019
12/1/2011,Australia,-0.029308792,-17.3833,0.000313757
3/1/2012,Australia,-0.031074782,-19.0163,0.000330703
6/1/2012,Australia,-0.03274934,-20.4164,0.000359426
9/1/2012,Australia,-0.037041933,-21.6951,0.000712897
12/1/2012,Australia,-0.041088067,-21.5945,0.00094148
3/1/2013,Australia,-0.037990899,-20.29,0.000835735
6/1/2013,Australia,-0.037263037,-19.2324,0.00104558
9/1/2013,Australia,-0.036021037,-17.8155,0.000419856
12/1/2013,Australia,-0.031592908,-16.8513,0.000556332
3/1/2014,Australia,-0.029321924,-16.8964,0.000292128
6/1/2014,Australia,-0.029697677,-16.5045,-0.000310306
9/1/2014,Australia,-0.029744347,-16.6393,0.000325648
12/1/2014,Australia,-0.02980985,-15.9843,0.000317135
3/1/2015,Australia,-0.031453641,-15.2174,0.001310521
6/1/2015,Australia,-0.036832173,-14.8663,0.001743836
9/1/2015,Australia,-0.040131689,-14.2909,0.001744914
12/1/2015,Australia,-0.046206357,-14.1467,0.001033561
3/1/2016,Australia,-0.048702096,-13.5104,0.000113672
6/1/2016,Australia,-0.046894614,-13.2538,9.27712E-05
9/1/2016,Australia,-0.042813612,-12.7913,-0.000618102
12/1/2016,Australia,-0.032377212,-12.637,6.18857E-05
3/1/2017,Australia,-0.026228254,-13.2323,-0.000476678
6/1/2017,Australia,-0.02202516,-13.8165,-0.000783819
9/1/2017,Australia,-0.02057122,-13.6246,-0.00106433
12/1/2017,Australia,-0.025792832,-14.4699,-0.001270306
3/1/2018,Australia,-0.027424974,-14.945,0.000185538
6/1/2018,Australia,-0.027650079,-15.3023,-0.000406345
9/1/2018,Australia,-0.025739399,-15.6178,0.000391414
12/1/2018,Australia,-0.020507161,-15.2526,-4.23535E-05
3/1/2019,Australia,-0.016118234,-14.8045,-0.000865902
6/1/2019,Australia,-0.007181461,-14.011,-0.00057901
9/1/2019,Australia,0.001159646,-14.0612,9.79458E-05
12/1/2019,Australia,0.005589904,-15.1455,-0.001105376
3/1/2020,Australia,0.010580849,-15.166,0.0003726
6/1/2020,Australia,0.017048468,-12.3459,-0.000292196
12/1/2000,Brazil,-0.037845544,-1.4682,#N/A
3/1/2001,Brazil,-0.042002526,-1.7401,0
6/1/2001,Brazil,-0.042960107,-2.382,0.013271665
9/1/2001,Brazil,-0.045291162,-2.2628,0.010860076
12/1/2001,Brazil,-0.04211129,-1.4131,0.002567389
3/1/2002,Brazil,-0.036798787,-1.0523,0.001560909
6/1/2002,Brazil,-0.033661421,0.5667,0.003729489
9/1/2002,Brazil,-0.024927934,2.0511,-0.005669976
12/1/2002,Brazil,-0.015548519,3.4046,-0.00239753
3/1/2003,Brazil,-0.009513359,4.9956,0.003475948
6/1/2003,Brazil,0.001938647,5.7772,0.005139898
9/1/2003,Brazil,0.006333183,6.4438,0.019454191
12/1/2003,Brazil,0.006674382,6.6992,0.012688208
3/1/2004,Brazil,0.008718501,5.4679,0.009620084
6/1/2004,Brazil,0.012211297,5.6954,-0.000682489
9/1/2004,Brazil,0.014972088,6.2907,-0.008454053
12/1/2004,Brazil,0.016922691,7.2736,0.001167436
3/1/2005,Brazil,0.017551595,9.0992,0.011946874
6/1/2005,Brazil,0.015937603,9.5663,0.011569935
9/1/2005,Brazil,0.015077524,9.3097,0.008457553
12/1/2005,Brazil,0.015080366,9.0639,0.002767095
3/1/2006,Brazil,0.012930395,8.6895,-0.002313626
6/1/2006,Brazil,0.010856522,8.2933,0.000637264
9/1/2006,Brazil,0.012032123,8.6587,0.012262444
12/1/2006,Brazil,0.011757524,7.4797,0.024622715
3/1/2007,Brazil,0.010059954,5.908,0.037956959
6/1/2007,Brazil,0.010235672,4.898,0.064185321
9/1/2007,Brazil,0.004583427,2.8978,0.061137841
12/1/2007,Brazil,0.000290107,1.4718,0.057284367
3/1/2008,Brazil,-0.007100959,0.8745,0.042962727
6/1/2008,Brazil,-0.011956363,0.2781,0.022923013
9/1/2008,Brazil,-0.015535697,-1.4062,0.017282045
12/1/2008,Brazil,-0.017806207,-1.8457,-0.001961263
3/1/2009,Brazil,-0.015394657,-2.7864,-0.005560442
6/1/2009,Brazil,-0.013228168,-4.3228,-0.002932528
9/1/2009,Brazil,-0.012661831,-4.785,0.006264503
12/1/2009,Brazil,-0.015447092,-6.0258,0.028511691
3/1/2010,Brazil,-0.022529015,-7.2319,0.027467778
6/1/2010,Brazil,-0.028494622,-8.6163,0.023930137
9/1/2010,Brazil,-0.034520598,-10.5959,0.022544176
12/1/2010,Brazil,-0.035698283,-11.4595,0.019627448
3/1/2011,Brazil,-0.033468448,-12.5338,0.028128588
6/1/2011,Brazil,-0.031292564,-12.3745,0.027773678
9/1/2011,Brazil,-0.02876254,-12.3816,0.024774242
12/1/2011,Brazil,-0.029135474,-11.2825,0.020013315
3/1/2012,Brazil,-0.029591777,-9.0247,0.013947991
6/1/2012,Brazil,-0.031311485,-9.0064,0.012272373
9/1/2012,Brazil,-0.031502055,-8.653,0.007031458
12/1/2012,Brazil,-0.033958595,-11.648,0.004728721
3/1/2013,Brazil,-0.035385848,-14.75,0.002738139
6/1/2013,Brazil,-0.033755934,-15.9154,-0.00146362
9/1/2013,Brazil,-0.035694907,-17.1134,-0.003036025
12/1/2013,Brazil,-0.032233674,-16.5644,-0.004624067
3/1/2014,Brazil,-0.034197261,-16.5652,-0.005083156
6/1/2014,Brazil,-0.035433076,-16.126,-0.001963213
9/1/2014,Brazil,-0.035968548,-14.4261,0.004240445
12/1/2014,Brazil,-0.041230119,-12.4108,0.004030444
3/1/2015,Brazil,-0.040900619,-9.8468,0.002456576
6/1/2015,Brazil,-0.040484235,-8.5819,0.002067421
9/1/2015,Brazil,-0.037956759,-6.0593,-0.006166321
12/1/2015,Brazil,-0.029894673,-4.1669,-0.002355946
3/1/2016,Brazil,-0.022214995,-3.246,-0.004751005
6/1/2016,Brazil,-0.016484754,-2.5954,-0.004472443
9/1/2016,Brazil,-0.013369047,-3.1752,0.002663239
12/1/2016,Brazil,-0.01339487,-4.1499,0.003497561
3/1/2017,Brazil,-0.011478909,-4.8487,0.005230508
6/1/2017,Brazil,-0.008794679,-5.3155,0.004717721
9/1/2017,Brazil,-0.007753853,-6.4953,0.002744382
12/1/2017,Brazil,-0.007279531,-7.8692,-0.001039185
3/1/2018,Brazil,-0.011025736,-8.4653,0.001238737
6/1/2018,Brazil,-0.014506941,-8.9659,-0.0004824
9/1/2018,Brazil,-0.019268349,-8.7597,-0.000396346
12/1/2018,Brazil,-0.02194693,-8.1945,-0.00117748
3/1/2019,Brazil,-0.023088943,-8.7519,-0.000526032
6/1/2019,Brazil,-0.024508534,-9.0556,-0.002158917
9/1/2019,Brazil,-0.025885627,-10.1863,-0.009395778
12/1/2019,Brazil,-0.02768339,-12.0093,-0.01674959
3/1/2020,Brazil,-0.031115057,-14.0134,-0.031669273
6/1/2020,Brazil,-0.026559646,-12.9946,-0.029816395
12/1/2000,Canada,0.024845993,51.8974,0.000748552
3/1/2001,Canada,0.029367292,57.2582,-0.000809687
6/1/2001,Canada,0.030343867,57.7637,0.002187871
9/1/2001,Canada,0.02693317,56.6117,0.000957428
12/1/2001,Canada,0.021325897,52.8438,0.000918904
3/1/2002,Canada,0.018109045,48.3218,-0.000613428
6/1/2002,Canada,0.016359861,47.1349,0.000836164
9/1/2002,Canada,0.016093469,47.3921,-0.000630223
12/1/2002,Canada,0.016457641,48.165,-0.001891687
3/1/2003,Canada,0.013435983,49.7523,-0.003987308
6/1/2003,Canada,0.009587572,49.0892,-0.00379137
9/1/2003,Canada,0.009881935,50.7149,-0.002065959
12/1/2003,Canada,0.011607954,51.671,-0.003019997
3/1/2004,Canada,0.013905547,54.2958,-0.001214763
6/1/2004,Canada,0.019852446,60.685,-0.00228611
9/1/2004,Canada,0.021724772,63.1144,-0.001833107
12/1/2004,Canada,0.022587681,66.4802,-0.003626837
3/1/2005,Canada,0.018780823,67.4272,-0.001073447
6/1/2005,Canada,0.014903973,65.7401,-0.001309095
9/1/2005,Canada,0.015022155,69.5641,-0.002424853
12/1/2005,Canada,0.01866924,78.4856,0.000260919
3/1/2006,Canada,0.020870119,81.5627,0.000478076
6/1/2006,Canada,0.020791625,83.3948,0.000116616
9/1/2006,Canada,0.018631408,80.6888,0.000701103
12/1/2006,Canada,0.013630463,71.7819,-0.000427955
3/1/2007,Canada,0.011779179,69.82,-0.001421451
6/1/2007,Canada,0.012768173,69.5083,-0.00039844
9/1/2007,Canada,0.010271768,68.171,0.000866874
12/1/2007,Canada,0.007476234,68.1686,0.001490847
3/1/2008,Canada,0.007362682,70.3888,2.08576E-05
6/1/2008,Canada,0.006934277,74.5244,0.00077379
9/1/2008,Canada,0.007880338,82.9883,0.000188216
12/1/2008,Canada,0.002034969,78.3415,0.00025286
3/1/2009,Canada,-0.004641706,63.7793,0.001160216
6/1/2009,Canada,-0.015520833,45.6831,0.000394758
9/1/2009,Canada,-0.028368913,25.9439,0.008482293
12/1/2009,Canada,-0.029440746,21.5904,0.006928498
3/1/2010,Canada,-0.032454671,25.2766,0.008376714
6/1/2010,Canada,-0.033579387,29.5677,0.007565362
9/1/2010,Canada,-0.036759354,29.251,0.000799648
12/1/2010,Canada,-0.035947999,28.3802,0.001624652
3/1/2011,Canada,-0.034387508,28.6131,0.000957121
6/1/2011,Canada,-0.034297671,28.334,0.001748046
9/1/2011,Canada,-0.028967992,31.8658,0.001682121
12/1/2011,Canada,-0.027734271,34.0333,0.00396696
3/1/2012,Canada,-0.028238195,34.7656,0.004255319
6/1/2012,Canada,-0.030124164,34.1333,0.002269821
9/1/2012,Canada,-0.033162364,31.7913,0.002251242
12/1/2012,Canada,-0.035315381,31.6125,0.000512087
3/1/2013,Canada,-0.03544543,31.2526,0.000419481
6/1/2013,Canada,-0.034645331,30.8273,0.001505307
9/1/2013,Canada,-0.032848168,32.8097,0.001767601
12/1/2013,Canada,-0.03148041,31.7489,0.00215585
3/1/2014,Canada,-0.028973097,32.6471,0.00304172
6/1/2014,Canada,-0.025789403,34.6668,0.002734635
9/1/2014,Canada,-0.023648804,36.0613,0.001946069
12/1/2014,Canada,-0.023183615,36.469,0.002544459
3/1/2015,Canada,-0.027130852,30.7971,0.003047512
6/1/2015,Canada,-0.029873768,25.0966,0.002808628
9/1/2015,Canada,-0.033912412,21.3221,0.004214475
12/1/2015,Canada,-0.035137287,15.45,0.005002724
3/1/2016,Canada,-0.034626247,13.7913,0.002407437
6/1/2016,Canada,-0.035316825,10.2114,0.004854302
9/1/2016,Canada,-0.035306395,7.0646,0.004097272
12/1/2016,Canada,-0.030898748,10.9855,0.003222016
3/1/2017,Canada,-0.028013639,14.2975,0.001755758
6/1/2017,Canada,-0.025579831,18.9803,0.000721851
9/1/2017,Canada,-0.025546384,17.6766,-0.000760597
12/1/2017,Canada,-0.028088688,16.2915,-0.000386737
3/1/2018,Canada,-0.029739523,13.031,-0.001820655
6/1/2018,Canada,-0.029203471,13.0213,-0.002274568
9/1/2018,Canada,-0.025373517,18.8068,-0.001615477
12/1/2018,Canada,-0.025065093,18.7895,-0.001289695
3/1/2019,Canada,-0.025481964,17.3139,0.000186409
6/1/2019,Canada,-0.022534242,21.203,0.001122563
9/1/2019,Canada,-0.023088421,21.2488,0.000537839
12/1/2019,Canada,-0.02038869,26.7948,-0.001301933
3/1/2020,Canada,-0.018356055,30.2951,-0.001792741
6/1/2020,Canada,-0.019182256,24.4772,-0.00212133
12/1/2000,China,0.016866325,83.833,0.00595861
3/1/2001,China,0.018296143,85.1489,0.014627873
6/1/2001,China,0.015049952,84.8375,0.010075103
9/1/2001,China,0.013431167,83.982,0.018922365
12/1/2001,China,0.012994486,83.0961,0.021769772
3/1/2002,China,0.014661331,84.0118,0.022661421
6/1/2002,China,0.018527389,89.0976,0.033641799
9/1/2002,China,0.019252218,95.4607,0.031560972
12/1/2002,China,0.024087771,103.0649,0.041443182
3/1/2003,China,0.019437363,108.6906,0.050358087
6/1/2003,China,0.021049899,113.8512,0.048515041
9/1/2003,China,0.021566208,119.1447,0.059676066
12/1/2003,China,0.025930328,124.0682,0.071627616
3/1/2004,China,0.025499419,129.7115,0.075791315
6/1/2004,China,0.023091156,138.7693,0.087168358
9/1/2004,China,0.026771079,148.9653,0.080212236
12/1/2004,China,0.035258085,162.2542,0.085153134
3/1/2005,China,0.044124828,174.0139,0.089430981
6/1/2005,China,0.053818668,183.9692,0.101078155
9/1/2005,China,0.059162148,194.5491,0.108402856
12/1/2005,China,0.057841725,202.2782,0.097554898
3/1/2006,China,0.059756929,207.7565,0.096570873
6/1/2006,China,0.064167087,214.2324,0.088485296
9/1/2006,China,0.071721165,222.7438,0.087911056
12/1/2006,China,0.084139285,234.1013,0.087102359
3/1/2007,China,0.090977249,243.6731,0.106186119
6/1/2007,China,0.098157741,250.084,0.116031129
9/1/2007,China,0.103228971,255.9526,0.126035786
12/1/2007,China,0.099245789,258.506,0.140545973
3/1/2008,China,0.097274585,256.6313,0.145132648
6/1/2008,China,0.092600634,258.8252,0.149232635
9/1/2008,China,0.089117248,266.3673,0.13091491
12/1/2008,China,0.091361791,268.0398,0.103767173
3/1/2009,China,0.086016813,263.2729,0.075207616
6/1/2009,China,0.072699803,252.5326,0.055669259
9/1/2009,China,0.057990528,236.888,0.058999707
12/1/2009,China,0.047674554,226.8773,0.060470586
3/1/2010,China,0.037895689,228.1758,0.062813061
6/1/2010,China,0.037070703,243.2404,0.057333427
9/1/2010,China,0.041915052,262.6045,0.053293007
12/1/2010,China,0.03901437,273.0417,0.065060983
3/1/2011,China,0.03347804,281.587,0.069031553
6/1/2011,China,0.031626887,286.8874,0.073069529
9/1/2011,China,0.024238681,288.7072,0.065383631
12/1/2011,China,0.018001487,295.2496,0.037238069
3/1/2012,China,0.020832025,301.9901,0.026669311
6/1/2012,China,0.02209169,306.9606,0.007891277
9/1/2012,China,0.02563033,310.1358,-0.001746618
12/1/2012,China,0.025220051,315.1025,0.0054379
3/1/2013,China,0.026002718,317.2802,0.020698414
6/1/2013,China,0.023448375,317.9944,0.026709949
9/1/2013,China,0.01799311,321.3269,0.036157206
12/1/2013,China,0.015354105,318.6839,0.044051795
3/1/2014,China,0.011408122,319.0578,0.035750484
6/1/2014,China,0.014466998,327.0098,0.032897679
9/1/2014,China,0.018661678,333.7919,0.022916713
12/1/2014,China,0.022598374,344.8177,0.00722974
3/1/2015,China,0.029030235,358.459,-0.012328346
6/1/2015,China,0.028562625,360.8076,-0.0126452
9/1/2015,China,0.027281582,366.4924,-0.035206258
12/1/2015,China,0.027761481,367.3283,-0.040595752
3/1/2016,China,0.02487652,361.9287,-0.043380098
6/1/2016,China,0.023816386,355.8228,-0.046689877
9/1/2016,China,0.024352968,349.5107,-0.036397655
12/1/2016,China,0.018014936,346.8252,-0.040371298
3/1/2017,China,0.015608686,347.9014,-0.026649554
6/1/2017,China,0.014557063,357.0476,-0.020652016
9/1/2017,China,0.01167383,363.4627,-0.006632205
12/1/2017,China,0.015815779,375.1678,0.006305802
3/1/2018,China,0.010362398,387.0444,0.004160065
6/1/2018,China,0.005645619,390.0061,0.002114727
9/1/2018,China,0.003324913,402.6565,-0.000385776
12/1/2018,China,0.001836965,418.954,-0.003506406
3/1/2019,China,0.006881654,408.292,-0.002923944
6/1/2019,China,0.009106652,399.9826,-0.004317753
9/1/2019,China,0.010757093,380.3178,-0.004514294
12/1/2019,China,0.009863059,345.2041,-0.003414544
3/1/2020,China,0.005518355,319.0195,-0.006272665
6/1/2020,China,0.011205381,310.1349,-0.00332476
12/1/2000,France,0.011808282,9.4386,-0.003208478
3/1/2001,France,0.01511339,9.8568,-0.001995742
6/1/2001,France,0.011281318,10.05,-0.004464641
9/1/2001,France,0.012912852,10.5194,-0.00261429
12/1/2001,France,0.015249715,10.5435,-0.00502547
3/1/2002,France,0.015044565,9.7378,-0.0065155
6/1/2002,France,0.014802533,9.3848,-0.006140553
9/1/2002,France,0.013819229,9.7839,-0.004553826
12/1/2002,France,0.011656939,9.2242,-0.003262082
3/1/2003,France,0.010940076,10.0064,-0.0024566
6/1/2003,France,0.008725836,10.3314,-0.000783387
9/1/2003,France,0.007992418,10.677,-0.000779862
12/1/2003,France,0.008668494,12.1663,0.000306457
3/1/2004,France,0.008093871,11.6413,0.000135283
6/1/2004,France,0.009279631,11.3555,0.000168731
9/1/2004,France,0.008280793,11.0607,0.001016618
12/1/2004,France,0.004339932,10.6879,0.001616328
3/1/2005,France,0.002912575,10.981,0.001421784
6/1/2005,France,0.001539325,11.6506,-0.000245597
9/1/2005,France,0.000899172,11.9495,-0.002080674
12/1/2005,France,-9.1054E-05,11.5834,-0.004481915
3/1/2006,France,0.001289428,12.2136,-0.003640599
6/1/2006,France,0.000273385,12.6821,-0.001612601
9/1/2006,France,0,12.8725,0.001354948
12/1/2006,France,0.00025843,13.5278,0.004402757
3/1/2007,France,0.00058339,13.5115,0.004184329
6/1/2007,France,-0.000363993,13.7063,0.002248952
9/1/2007,France,-0.000822604,14.5863,0.002392481
12/1/2007,France,-0.003266657,14.8767,-0.000876824
3/1/2008,France,-0.007042168,15.737,-0.000111724
6/1/2008,France,-0.010767273,15.8203,-0.00105035
9/1/2008,France,-0.010323379,15.4707,-0.003816192
12/1/2008,France,-0.009668702,15.2092,-0.004499533
3/1/2009,France,-0.010180112,12.8463,-0.008777192
6/1/2009,France,-0.009959116,10.6567,-0.00656939
9/1/2009,France,-0.007886461,9.2412,0.000413787
12/1/2009,France,-0.008189954,7.743,0.003292093
3/1/2010,France,-0.008407529,9.0112,0.007492526
6/1/2010,France,-0.007562485,10.3734,0.005860523
9/1/2010,France,-0.009392225,11.1332,0.001984883
12/1/2010,France,-0.008310041,11.3855,0.002749663
3/1/2011,France,-0.011952181,11.1144,0.003379596
6/1/2011,France,-0.010117755,10.9348,0.003500998
9/1/2011,France,-0.011179991,10.3604,-0.000988941
12/1/2011,France,-0.010300251,12.1922,-0.003123247
3/1/2012,France,-0.00909162,12.5267,-0.00455166
6/1/2012,France,-0.009835283,11.9171,-0.003682639
9/1/2012,France,-0.011351167,11.8732,-0.000599999
12/1/2012,France,-0.012245358,10.8333,0.001890175
3/1/2013,France,-0.011839299,11.0554,0.001590954
6/1/2013,France,-0.010118931,12.3003,0.001024311
9/1/2013,France,-0.010518106,12.9924,0.001702815
12/1/2013,France,-0.008673993,13.9625,-0.000844898
3/1/2014,France,-0.010551841,14.8275,0.000184435
6/1/2014,France,-0.014855495,15.3148,0.000915069
9/1/2014,France,-0.01373757,15.6262,-0.000944553
12/1/2014,France,-0.013065619,15.8159,0.000268397
3/1/2015,France,-0.011249691,15.7646,0.000430875
6/1/2015,France,-0.003869908,16.0526,-0.000739181
9/1/2015,France,-0.002986942,16.6832,0.001973337
12/1/2015,France,-0.003772088,17.7822,0.003130174
3/1/2016,France,-0.006847466,17.8998,0.002547067
6/1/2016,France,-0.007463058,17.9274,0.00206653
9/1/2016,France,-0.00840939,17.2713,0.000394104
12/1/2016,France,-0.004895389,15.5604,0.000756033
3/1/2017,France,-0.007264489,14.6007,-0.000748701
6/1/2017,France,-0.008698578,14.3518,0.000461565
9/1/2017,France,-0.005649153,13.6444,0.00128342
12/1/2017,France,-0.006895587,15.3146,-0.001506622
3/1/2018,France,-0.006276081,16.3957,0.001045408
6/1/2018,France,-0.006225534,15.7579,0.003412712
9/1/2018,France,-0.006844548,16.6983,0.002339249
12/1/2018,France,-0.00602632,15.8541,0.004196676
3/1/2019,France,-0.003926671,16.2323,0.00236143
6/1/2019,France,-0.003953979,18.7756,0.000290812
9/1/2019,France,-0.006906274,19.8805,0.001320162
12/1/2019,France,-0.006812535,19.8746,0.000915717
3/1/2020,France,-0.007961375,17.1638,0.002764053
6/1/2020,France,-0.012785978,15.0368,0.001981995
12/1/2000,Germany,-0.017382348,29.0645,-0.004240343
3/1/2001,Germany,-0.017292508,28.8431,-0.006552369
6/1/2001,Germany,-0.016737994,29.7851,-0.006328644
9/1/2001,Germany,-0.010717804,29.5009,-0.004144994
12/1/2001,Germany,-0.003650779,29.0812,-0.004027164
3/1/2002,Germany,0.002237807,29.7326,-0.001387205
6/1/2002,Germany,0.008450434,30.1861,-0.001499265
9/1/2002,Germany,0.015423779,32.0009,-0.0023944
