Quarter,Country,Current Account Balance,Bilateral Balance,FX Intervention
12/1/2013,United Kingdom,-0.047618872,5.3799,0.003185511
3/1/2014,United Kingdom,-0.046674699,6.1734,0.001984749
6/1/2014,United Kingdom,-0.047841922,5.3517,0.00145313
9/1/2014,United Kingdom,-0.047822068,2.4026,0.000696275
12/1/2014,United Kingdom,-0.047220799,0.7764,0.001579932
3/1/2015,United Kingdom,-0.049736495,-0.1364,0.00567894
6/1/2015,United Kingdom,-0.04736956,0.8686,0.006876138
9/1/2015,United Kingdom,-0.047298316,3.2292,0.010349514
12/1/2015,United Kingdom,-0.049018923,1.9623,0.009054873
3/1/2016,United Kingdom,-0.048741088,1.6392,0.00520291
6/1/2016,United Kingdom,-0.053360391,-0.222,0.002485683
9/1/2016,United Kingdom,-0.058276761,-3.112,0.002572902
12/1/2016,United Kingdom,-0.0524862,-0.9312,0.002995331
3/1/2017,United Kingdom,-0.045912732,-0.7294,0.004506072
6/1/2017,United Kingdom,-0.043530472,-1.2934,0.005088184
9/1/2017,United Kingdom,-0.036201754,-1.4455,0.00311449
12/1/2017,United Kingdom,-0.034818301,-2.9834,0.002669063
3/1/2018,United Kingdom,-0.035575563,-5.5505,0.003085549
6/1/2018,United Kingdom,-0.033646109,-6.7838,0.003758386
9/1/2018,United Kingdom,-0.033931082,-5.7111,0.001722803
12/1/2018,United Kingdom,-0.038498031,-5.7571,0.007566007
3/1/2019,United Kingdom,-0.045139149,-6.0307,0.002664832
6/1/2019,United Kingdom,-0.046970409,-3.9102,-0.000808298
9/1/2019,United Kingdom,-0.048106021,-4.5667,-0.000418685
12/1/2019,United Kingdom,-0.040021181,-5.8584,-0.001740802
3/1/2020,United Kingdom,-0.03314373,-6.5998,-8.06728E-05
6/1/2020,United Kingdom,-0.030713019,-7.6325,0.002003357
12/1/2000,Vietnam,#N/A,0.4538,0
3/1/2001,Vietnam,#N/A,0.4503,0
6/1/2001,Vietnam,#N/A,0.4925,0
9/1/2001,Vietnam,#N/A,0.5577,0
12/1/2001,Vietnam,#N/A,0.5928,0
3/1/2002,Vietnam,#N/A,0.6846,0
6/1/2002,Vietnam,#N/A,0.9426,0
9/1/2002,Vietnam,#N/A,1.3851,0
12/1/2002,Vietnam,#N/A,1.8148,0
3/1/2003,Vietnam,#N/A,2.5296,0
6/1/2003,Vietnam,#N/A,2.8312,0
9/1/2003,Vietnam,#N/A,3.0667,0
12/1/2003,Vietnam,#N/A,3.231,0
3/1/2004,Vietnam,#N/A,3.3352,0
6/1/2004,Vietnam,#N/A,3.7061,0
9/1/2004,Vietnam,#N/A,3.8575,0
12/1/2004,Vietnam,-0.019347119,4.17,0.012257065
3/1/2005,Vietnam,-0.024297088,4.4802,0.028084793
6/1/2005,Vietnam,-0.025743171,4.464,0.023644523
9/1/2005,Vietnam,-0.016577758,5.1387,0.029794309
12/1/2005,Vietnam,-0.009719599,5.438,0.030909968
3/1/2006,Vietnam,0.010116771,5.7448,0.042549887
6/1/2006,Vietnam,0.010993132,6.6297,0.050630598
9/1/2006,Vietnam,-0.005673093,7.0601,0.045048985
12/1/2006,Vietnam,-0.002472353,7.4663,0.056306284
3/1/2007,Vietnam,-0.020625953,7.7318,0.100124145
6/1/2007,Vietnam,-0.031591163,7.8866,0.122730459
9/1/2007,Vietnam,-0.041933446,8.2695,0.131536394
12/1/2007,Vietnam,-0.089854489,8.7298,0.118643236
3/1/2008,Vietnam,-0.160982865,8.8911,0.090762169
6/1/2008,Vietnam,-0.17151546,8.9374,0.006642529
9/1/2008,Vietnam,-0.134497501,9.3955,-0.003625221
12/1/2008,Vietnam,-0.109407204,10.1116,-0.003394473
3/1/2009,Vietnam,-0.045995529,10.2608,-0.039801912
6/1/2009,Vietnam,-0.010894025,10.2686,-0.023989781
9/1/2009,Vietnam,-0.019252013,9.81,-0.043763884
12/1/2009,Vietnam,0,9.1907,-0.083388504
3/1/2010,Vietnam,0,9.3136,-0.094420708
6/1/2010,Vietnam,0,9.7389,-0.052607369
9/1/2010,Vietnam,0,10.5496,-0.036407518
12/1/2010,Vietnam,0,11.1624,-0.017625702
3/1/2011,Vietnam,0,11.5079,0.001151001
6/1/2011,Vietnam,0,12.161,0.01040837
9/1/2011,Vietnam,0,12.7633,0.009190325
12/1/2011,Vietnam,0,13.1729,0.006265106
3/1/2012,Vietnam,0.018787792,13.9898,0.037458206
6/1/2012,Vietnam,0.031432871,14.6412,0.031574092
9/1/2012,Vietnam,0.04538462,15.0259,0.04132707
12/1/2012,Vietnam,0.059472449,15.6449,0.073768944
3/1/2013,Vietnam,0.058523779,16.1152,0.064697
6/1/2013,Vietnam,0.050431248,16.9073,0.029379542
9/1/2013,Vietnam,0.054296444,18.1691,0.013435907
12/1/2013,Vietnam,0.047149245,19.6144,0.00122168
3/1/2014,Vietnam,0.045521151,20.7842,0.029056755
6/1/2014,Vietnam,0.053794282,22.0213,0.0597114
9/1/2014,Vietnam,0.048313201,23.3506,0.067360299
12/1/2014,Vietnam,0.049126009,24.8852,0.042884489
3/1/2015,Vietnam,0.02448849,26.4089,0.014537343
6/1/2015,Vietnam,0.011339022,28.5204,0.005693904
9/1/2015,Vietnam,-0.001640964,30.0573,-0.03313346
12/1/2015,Vietnam,-0.010565543,30.9143,-0.032957898
3/1/2016,Vietnam,0.004791461,32.4752,-0.028633776
6/1/2016,Vietnam,0.004401374,32.2611,-0.014921598
9/1/2016,Vietnam,0.013686529,31.6265,0.033026672
12/1/2016,Vietnam,0.003046551,31.987,0.038869261
3/1/2017,Vietnam,-0.018200016,31.942,0.028508454
6/1/2017,Vietnam,-0.024330897,34.2821,0.017801163
9/1/2017,Vietnam,-0.021228173,36.8013,0.014103045
12/1/2017,Vietnam,-0.007383255,38.3433,0.0534348
3/1/2018,Vietnam,0.021347628,39.4737,0.07773946
6/1/2018,Vietnam,0.029327494,38.2596,0.076355096
9/1/2018,Vietnam,0.032205022,38.969,0.062576209
12/1/2018,Vietnam,0.023551363,39.483,0.02117664
3/1/2019,Vietnam,0.019151188,43.6931,0.020565284
6/1/2019,Vietnam,0.015956953,46.6222,0.023077229
9/1/2019,Vietnam,0.027327099,51.183,0.043257634
12/1/2019,Vietnam,0.050200248,55.7695,0.084999948
3/1/2020,Vietnam,0.057820914,56.6772,0.068544328
6/1/2020,Vietnam,0.05741372,58.4022,0.069683975
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
